"","firstname","surname","party","Eutanasia.pitäisi.sallia.","Haluaisin.että.alueeni.terveyspalveluiden.tuottaja.on.mieluummin.julkinen.kuin.yksityinen.","Homo..ja.lesbopareilla.pitää.olla.samat.avioliitto..ja.adoptio.oikeudet.kuin.heteropareilla.","Hyvä.veli..verkostot.ohjaavat.kuntien.päätöksentekoa.","Jos.kansalaisen.terveysongelmien.voidaan.katsoa.johtua.omista.elintavoista..hänen.pitäisi.osallistua.hoidon.kustannuksiin.","Jos.tulee.eteen.tilanne..jossa.on.välttämätöntä.joko.leikata.julkisia.palveluita.ja.sosiaalietuuksia.tai.korottaa.veroja..veronkorotukset.ovat.parempi.vaihtoehto.","Jos.valtio.tarjoaa.turvapaikanhakijoiden.vastaanottokeskuksen.perustamista.kotikuntaani..tarjous.pitää.hyväksyä.","Julkisia.palveluita.pitäisi.ulkoistaa.nykyistä.enemmän.kunnilta.yrityksille.","Julkisia.palveluita.tulisi.ulkoistaa.entistä.enemmän.yksityisten.yritysten.tuotettavaksi.","Julkisten.terveyspalvelujen.asiakasmaksut.tulisi.poistaa.kokonaan.","Kaikessa.päätöksenteossa.pitäisi.arvioida.vaikutukset.ympäristöön.ja.tarvittaessa.luopua.ympäristölle.haitallisista.hankkeista.","Kannatan.kotikuntani.liittämistä.isompaan.kuntaan.tai.kuntien.yhdistymistä.kotikuntani.kanssa.","Kasvisruoan.määrää.pitäisi.lisätä.kouluissa.ja.liharuuan.vähentää.","Kerjääminen.kaduilla.pitäisi.kieltää.lailla.","Kirjastojen.kirjoista.pitäisi.maksaa.lainausmaksua.kunnan.taloustilanteen.helpottamiseksi.","Kirjastojen.pitäisi.keskittyä.kirjoihin..eikä.laajentua.enempää.tavaroiden.lainaamiseen.tai.muille.vastaaville.uusille.alueille","Koko.Suomi.on.syytä.pitää.asuttuna..vaikka.se.tietäisikin.veronmaksajille.kustannuksia.","Koko.Suomi.tulisi.pitää.asuttuna..vaikka.se.kävisikin.kalliiksi.veronmaksajille.","Kotikunnassani.pitäisi.olla.maksuton.julkinen.liikenne..vaikka.se.nostaisi.veroäyriä.","Kotikuntani.pitäisi.ottaa.aktiivisesti.vastaan.kotoutettavia.turvapaikanhakijoita.","Kouluissa.kohdellaan.koululaisia.liian.lepsusti..Tiukempi.kuri.tekisi.kouluista.parempia.","Koulujen.liikuntatuntien.pitäisi.olla.tytöille.ja.pojille.yhteiset.","Koululuokat.pitäisi.jakaa.oppilaiden.lahjakkuuden.perusteella.tasoryhmiin.","Koululuokissa.tulisi.olla.ylärajat.maahanmuuttajalasten.osuudelle.","Kulttuuripalveluista..museot..teatterit..orkesterit..voidaan.säästää.leikkaamalla.","Kunnassani.on.tärkeämpää.huolehtia.yksityisautoilun.edellytyksistä.kuin.joukkoliikenteestä.","Kuntalaisten.valitusoikeutta.kaavoituskysymyksissä.tulee.rajoittaa.","Kuntani.nykyinen.kouluverkko.tulee.säilyttää.sellaisenaan..vaikka.se.aiheuttaisi.kustannuksia.kuntalaisille.","Kuntani.pitäisi.luopua.vaatimuksesta.rakentaa.autopaikkoja.uusien.asuntojen.yhteyteen.","Kuntani.pitäisi.rohkeammin.käyttää.maiden.pakkolunastuksia.kaavoituksen.vauhdittamiseksi.","Kuntani.pitäisi.tukea.rahallisesti.lasten.hoitamista.kotona.nykyistä.enemmän.","Kuntani.pitää.auttaa.ihmisiä..vaikka.he.oleskelisivat.Suomessa.laittomasti.","Kuntani.pitää.taata.kokopäiväinen.päivähoitopaikka.kaikille.alle.3.vuotiaille..vaikka.näiden.vanhemmista.toinen.olisikin.kotona.","Kuntien.virkoja.täytettäessä.pitäisi.olla.sukupuolikiintiöt.","Lasten.päivähoidon.hinta.pitäisi.suhteuttaa.nykyistä.vahvemmin.vanhempien.tuloihin.","Maahanmuuttajataustaisten.lasten.osuudella.koululuokassa.pitäisi.olla.yläraja.","Monikulttuurisuus.on.kunnalle.hyvä.asia.","Nykyisen.kaltaiset.palvelut.ja.sosiaalietuudet.ovat.pitemmän.päälle.liian.raskaita.julkiselle.taloudelle.","On.parempi..että.kunta.nostaa.veroäyriä.kuin.että.se.leikkaa.palveluistaan.","Oppilaiden.kännykät.pitäisi.jättää.oppitunnin.ajaksi.luokkahuoneen.ulkopuolelle.","Perinteiset.arvot...kuten.koti..uskonto.ja.isänmaa...muodostavat.hyvän.arvopohjan.politiikalle.","Pyörätiet.ja.jalkakäytävät.pitäisi.puhdistaa.lumesta.ja.hiekoittaa.ennen.autoteitä.","Pääomatuloista.pitäisi.maksaa.veroa.kotikuntaan.siinä.missä.ansiotuloistakin.","Rikkaiden.asuinalueilla.ei.tarvita.yhtä.hyviä.julkisia.palveluita.kuin.vähävaraisilla.","Suomalaisten.auttaminen.pitäisi.olla.etusijalla.ulkomaalaisiin.verrattuna.","Suuret.tuloerot.ovat.hyväksyttäviä..jotta.erot.ihmisten.lahjakkuudessa.ja.ahkeruudessa.voidaan.palkita.","Talouskasvu.ja.työpaikkojen.luominen.tulisi.asettaa.ympäristöasioiden.edelle..silloin.kun.nämä.kaksi.ovat.keskenään.ristiriidassa.","Tuloerojen.kasvusta.on.haittaa.yhteiskunnalle.","Vanhempien.oikeutta.valita.lastensa.koulu.tulisi.rajoittaa."
"7026","Miki","Wiik","rkp",4,4,5,3,1,2,5,4,4,2,5,2,4,1,1,1,2,2,1,5,1,3,1,1,1,1,2,4,2,1,4,4,5,4,2,1,5,4,2,2,1,1,5,2,1,2,2,4,4
"7059","Mikko","Kiesiläinen","vihr",5,3,5,4,1,2,5,4,4,4,5,1,5,1,1,2,1,1,1,5,3,5,3,1,1,1,2,5,5,1,1,5,5,1,2,2,5,1,2,4,1,2,1,2,2,4,1,4,1
"7067","Mikko","Korhonen","skp",5,5,5,5,1,5,5,1,1,5,5,1,5,1,1,2,5,5,5,5,1,2,1,2,1,1,1,5,5,4,4,5,5,5,1,1,5,1,5,1,2,4,5,1,1,1,2,5,1
"7120","Mikko","Pöri","vas",5,4,5,4,2,4,4,2,2,5,4,4,4,2,1,2,1,1,5,4,1,4,2,2,1,2,2,4,4,2,2,4,5,4,2,2,4,2,4,3,3,2,4,2,1,2,2,4,2
"7122","Mikko","Rantanen","pir",5,3,5,3,3,3,3,2,2,2,5,3,4,2,2,2,2,2,2,3,3,4,3,2,2,1,1,3,4,3,3,3,3,1,4,2,3,3,3,5,3,3,2,2,3,4,1,4,2
"7128","Mikko","Rekimies","kd",3,5,3,2,4,5,5,2,1,4,4,1,4,4,1,1,4,4,2,2,5,2,2,4,2,1,4,5,5,4,5,1,1,4,5,4,4,2,4,5,5,4,5,2,5,2,2,5,1
"7138","Mikko","Savelius","kok",5,1,5,4,3,1,4,5,5,1,4,5,3,5,1,1,1,1,1,3,3,3,3,2,3,3,4,4,2,3,1,1,2,2,2,2,4,3,1,5,2,3,3,1,1,5,3,1,1
"7147","Mikko","Strahlendorff","vihr",4,2,5,3,4,4,5,2,2,2,4,1,5,4,1,2,2,2,2,5,2,5,1,2,1,1,1,1,5,1,2,4,5,4,2,2,5,2,2,1,2,2,5,2,1,1,1,5,1
"7148","Mikko","Särelä","vihr",5,2,5,2,4,4,5,4,4,3,4,2,4,2,1,1,1,1,1,5,1,4,2,1,1,1,2,4,5,4,2,3,5,2,1,2,4,2,4,2,1,4,3,1,3,4,2,4,1
"7163","Mikko","Weckström","sdp",5,5,5,3,1,5,5,1,1,5,5,5,3,1,1,1,1,1,4,5,1,5,1,1,1,1,4,5,5,4,4,5,5,2,1,1,5,1,5,5,1,3,5,1,1,2,1,4,4
"7172","Mikko","Vuorinen","vas",4,5,5,5,1,5,5,1,1,5,5,4,4,1,1,4,2,2,4,5,1,5,1,2,1,1,2,5,5,5,1,5,5,2,2,2,5,1,5,2,1,5,5,2,1,1,1,5,2
"7182","Milka","Asikainen","kok",5,2,5,3,1,1,5,4,4,2,5,1,5,1,1,1,5,5,1,5,1,1,1,5,1,1,4,4,4,4,1,5,5,1,4,5,5,4,1,1,1,1,1,1,1,5,4,1,4
"7199","Milla","Pyykkönen","vas",5,5,5,4,1,5,5,1,1,5,5,2,5,1,1,1,5,5,5,5,1,5,1,1,1,1,4,4,4,4,1,5,5,4,4,1,5,1,5,4,1,4,5,1,1,1,1,5,5
"7206","Milo","Aminoff","rkp",5,5,5,4,3,4,4,3,2,3,5,3,4,4,3,3,3,3,4,4,3,4,3,1,1,2,1,1,2,4,5,3,5,2,3,1,4,1,4,2,1,3,3,2,5,3,2,2,3
"7207","Milo","Toivonen","vihr",5,5,5,2,1,5,5,2,2,5,5,5,5,4,1,1,1,1,4,5,2,5,1,4,1,1,4,2,5,4,1,5,5,1,1,4,5,1,5,5,1,4,5,1,2,1,1,5,2
"7213","Minerva","Krohn","vihr",3,4,5,2,1,2,5,2,2,4,5,5,5,1,1,1,1,1,2,5,1,3,1,1,1,1,1,2,4,1,1,5,5,2,1,1,5,2,1,1,1,2,4,1,1,4,1,4,4
"7228","Minna","Healy","kd",1,2,1,4,4,4,5,4,2,4,5,4,4,5,1,5,4,2,2,5,5,1,4,2,1,1,1,1,2,1,5,1,2,5,5,5,5,4,2,5,5,4,2,1,5,4,1,2,1
"7237","Minna","Isoaho","kok",4,2,5,2,2,1,5,4,4,1,2,5,3,5,1,1,1,1,2,5,5,2,5,4,2,2,5,2,4,1,2,4,2,4,4,4,5,5,1,5,5,1,1,2,4,4,2,4,1
"7268","Minna","Mirha","vas",4,5,5,3,1,5,5,1,1,5,5,2,5,2,1,2,2,2,4,5,1,4,4,1,1,1,3,4,4,3,1,5,4,2,4,1,5,1,5,3,1,4,4,2,1,1,1,5,2
"7275","Minna","Nieminen","pir",5,5,5,5,1,5,5,4,4,5,5,1,5,1,1,1,2,2,5,5,4,2,1,1,1,1,1,5,4,1,2,5,5,1,2,1,5,1,4,1,2,1,5,1,4,1,1,5,5
"7287","Minna","Salminen","sdp",4,4,5,2,1,5,5,1,1,4,4,2,4,1,1,2,2,2,4,5,2,2,1,2,1,2,2,5,2,2,1,4,5,2,2,2,5,2,4,2,2,2,5,2,1,1,2,5,2
"7291","Minna","Silvennoinen","vihr",5,4,5,2,1,5,5,2,2,5,5,5,5,1,1,2,1,1,4,5,1,5,1,1,1,1,1,2,5,2,1,5,5,4,4,1,5,1,5,1,1,5,5,1,1,1,1,5,4
"7348","Mira-Veera","Auer","vas",4,5,5,5,1,5,5,1,1,5,5,4,5,1,1,1,2,2,5,5,1,4,1,1,1,1,1,2,5,5,2,5,5,4,2,1,5,1,5,1,3,4,5,1,1,1,1,5,4
"7349","Mirita","Saxberg","kok",4,2,4,4,4,2,4,5,5,1,5,4,2,2,1,2,2,2,1,4,4,2,1,4,2,2,2,2,1,2,2,4,2,2,2,4,4,5,2,2,4,2,1,2,4,2,2,4,1
"7351","Mirja","Arajärvi","vas",5,5,5,4,2,5,4,1,1,5,5,4,4,2,1,4,4,4,4,4,2,4,2,2,1,1,3,4,5,4,2,4,2,2,2,2,5,1,5,3,1,3,5,2,2,1,2,5,3
"7357","Mirja","Kolehmainen","kd",1,4,1,4,2,4,4,2,2,3,4,2,2,3,1,4,4,4,2,3,4,2,2,2,2,2,2,4,2,2,1,5,2,4,3,4,4,2,4,5,1,3,2,2,4,2,1,4,2
"7382","Mirka","Vainikka","sdp",5,5,5,4,1,5,5,1,1,5,4,5,4,2,1,1,1,1,5,5,2,3,1,1,2,3,2,2,2,4,2,5,4,4,5,1,5,2,5,4,2,3,5,1,2,1,3,5,1
"7387","Miro","Pulliainen","pir",5,3,5,4,2,4,2,4,4,4,5,2,4,2,1,1,2,4,4,4,5,4,2,4,1,2,2,4,4,3,4,4,4,2,4,4,5,4,4,2,4,2,4,2,4,3,1,5,1
"7409","Monica","Lamberg","kesk",5,2.5,5,1,5,2,5,5,3.5,1.5,2,5,5,5,5,2.5,3.5,5,1,5,1.5,4.5,5,1,1,1,4.5,5,4.5,3.5,1.5,5,4.5,5,1,1,5,4,1,3,1.5,3.5,1,1,1,4,4,3,2.5
"7435","Nasima","Razmyar","sdp",5,4,5,1,1,4,5,1,2,5,5,4,5,1,1,1,2,2,2,5,1,5,1,1,1,1,2,2,4,3,1,4,5,5,1,1,5,1,5,1,1,2,2,1,1,1,1,5,2
"7448","Nelli","Nurminen","sdp",4,4,5,4,1,5,5,1,1,5,5,4,5,1,1,2,1,1,4,5,1,5,1,4,1,1,1,4,5,2,1,5,5,3,1,4,5,1,5,1,1,4,2,1,1,1,1,5,2
"7450","Nelli","Sviili","sdp",5,4,5,2,4,2,4,2,2,4,5,4,5,2,1,1,1,1,4,4,2,4,4,4,1,1,4,5,4,2,2,2,5,2,2,4,5,2,4,2,2,2,4,2,2,2,2,4,2
"7462","Niilo","Toivonen","sdp",4,5,5,2,2,5,5,1,1,5,5,4,4,1,1,2,2,2,4,5,1,5,2,2,2,1,1,5,5,4,2,5,5,4,2,2,5,1,5,2,2,2,2,2,2,1,2,5,4
"7466","Niina","Halonen-Malliarakis","vihr",3,3,5,2,2,4,5,2,3,4,5,4,4,2,1,2,2,2,2,5,1,4,1,1,2,1,2,4,2,2,2,5,5,2,4,1,5,2,4,2,2,2,4,1,2,2,1,5,2
"7467","Niina","Hietalahti","kesk",4,5,5,4,4,2,5,2,2,2,4,2,5,2,1,2,1,2,2,4,2,1,4,4,2,1,4,4,5,3,2,5,2,2,4,4,5,4,2,4,4,2,2,2,3,2,1,2,4
"7507","Niki","Hamro","rkp",5,5,5,4,1,5,5,1,1,5,5,4,5,1,1,4,5,5,1,5,4,5,2,1,1,1,4,2,1,1,4,5,4,5,1,1,5,1,5,4,2,1,1,1,1,2,1,5,2
"7510","Niklas","Kaskeala","vihr",5,4,5,2,1,5,5,2,2,5,5,5,5,1,1,1,1,1,4,5,2,4,1,1,2,1,2,4,5,5,1,5,5,4,1,1,5,1,5,3,1,4,4,1,1,1,1,5,2
"7513","Niklas","Mannfolk","rkp",5,4,5,5,4,2,4,4,4,2,5,4,4,2,2,1,4,4,1,4,2,2,2,2,2,1,4,2,4,2,1,4,4,4,4,2,4,2,2,4,2,3,3,1,2,4,1,4,2
"7514","Niklas","Rönnberg","rkp",4,4,5,4,3,4,5,2,2,2,4,2,4,2,2,2,4,4,1,5,2,5,2,2,2,2,1,4,4,1,2,4,4,4,2,2,5,2,4,4,2,2,3,2,2,2,2,5,4
"7521","Niko","Juvonen","ps",5,2,5,3,4,2,1,3,4,4,4,4,2,2,1,1,2,2,5,4,5,5,4,4,4,1,1,2,4,4,4,1,2,1,4,2,1,4,2,4,4,3,3,1,2,4,4,2,1
"7545","Niko","Vaarmala","kd",3,3,5,3,4,5,2,4,4,2,5,3,2,3,3,2,3,4,2,2,4,4,4,1,4,1,4,3,3,4,4,2,3,1,5,1,5,3,4,5,5,3,2,4,4,2,3,3,4
"7553","Nina","Castén","sdp",2,5,4,5,1,4,4,1,1,5,5,2,4,1,1,4,4,4,4,4,5,4,1,4,1,1,4,5,4,4,3,5,5,5,4,4,5,4,5,4,4,3,4,2,1,1,1,5,2
"7561","NINA","HURU","skp",1,5,3,4,2,4,2,1,1,2,4,3,2,5,1,2,4,4,2,2,2,4,2,2,1,2,2,4,1,3,2,2,2,4,2,2,4,1,4,5,5,2,4,2,5,1,2,5,1
"7575","Nina","Miettinen","vihr",4,4,5,4,2,4,5,2,2,4,5,2,5,1,1,1,2,2,4,5,2,5,1,2,1,1,2,2,5,2,2,5,5,2,4,2,5,2,4,1,1,4,4,1,1,2,1,5,2
"7587","Nina","Sillantaka","kok",4,2,4.5,4,2,2,4,4,4,2,4,4,4,4,2,1,2,2,2,4,5,2,4,2,2,2,2,5,4,2,1,2,2,4,5,2,4,4,2,4,2,5,2,2,2,4,2,2,1
"7608","Noora","Laak","vas",5,5,5,4,2,4,5,1,1,4,5,5,5,1,1,1,2,1,2,5,2,5,2,2,1,1,2,4,4,2,1,5,4,1,2,2,5,1,4,2,2,2,2,1,1,1,1,4,3
"7616","Nora","Lindström","vihr",4,4,5,2,1,4,5,2,2,4,5,2,5,1,1,1,2,2,2,5,1,5,1,1,2,1,1,1,5,1,1,5,5,4,4,1,5,1,4,2,2,2,4,1,1,1,1,5,4
"7621","Nuutti","Hyttinen","ps",5,5,4,4,4,2,1,2,2,2,4,1,2,5,1,5,4,2,1,1,5,2,5,5,4,2,4,4,4,2,4,1,2,1,2,5,2,4,2,2,4,1,4,2,5,2,4,4,1
"7625","Ogechukwu","Eneh","kok",1,4,1,4,4,4,4,4,4,5,4,2,4,4,1,5,5,5,1,4,5,5,4,5,1,4,1,5,1,1,1,1,1,5,5,5,5,4,5,5,4,5,5,4,1,4,4,3,1
"7697","Olli","Rantakangas","kesk",3,5,5,1,4,4,4,2,2,1,4,1,1,5,1,1,5,4,2,4,3,4,2,2,1,1,4,2,5,2,4,4,2,1,4,2,5,1,4,4,3,2,4,2,3,3,2,4,2
"7699","Olli","Salin","skp",4,5,5,5,2,2,5,1,1,5,5,1,5,1,1,2,4,5,5,5,2,4,1,1,1,1,1,4,2,2,1,5,5,2,1,1,5,1,2,4,2,4,5,2,2,2,2,5,4
"7706","Olli","Stenlund","ps",1,4,1,3,4,4,2,3,3,2,4,2,1,3,4,4,2,2,2,1,5,1,5,4,4,2,2,4,2,2,4,2,2,1,2,4,2,4,4,5,5,2,3,2,5,4,4,4,2
"7731","orvokki","jokinen","vas",4,5,5,5,1,5,5,1,1,5,5,2,2,5,1,4,5,5,5,5,2,5,1,1,1,1,1,5,1,1,5,4,5,5,2,1,5,1,5,5,1,1,5,1,2,1,1,5,1
"7737","Oskar","Dikert","vas",4,5,5,4,4,5,4,1,1,2,5,4,4,1,1,2,2,3,5,5,4,2,1,1,1,1,1,4,4,2,3,5,5,2,1,1,4,4,4,4,2,2,2,1,4,2,1,5,4
"7741","Oskar","Viding","ps",5,1,2,1,5,1,1,5,5,4,2,2,1,5,3,2,1,1,1,1,5,2,2,5,2,2,1,2,4,2,2,1,1,1,2,5,1,5,1,2,4,2,4,2,5,4,4,2,2
"7762","Osmo","Soininvaara","vihr",5,3,5,4,2,4,5,3,3,2,5,3,4,2,1,1,2,2,1,5,3,4,3,2,5,1,2,2,5,5,2,5,4,3,2,2,4,3,4,3,2,3,1,1,2,2,1,4,2
"7779","Otso","Kantokorpi","vas",5,5,5,5,2,5,5,1,1,5,5,1,4,1,1,5,5,5,5,5,2,4,1,1,1,1,1,5,2,3,4,5,5,4,5,1,5,1,5,5,1,4,5,4,1,1,1,5,3
"7780","Otso","Kivekäs","vihr",5,4,5,4,1,5,5,2,2,4,5,5,5,1,1,1,2,2,2,5,1,4,2,1,1,1,1,2,5,4,1,5,5,2,1,1,5,2,5,1,1,5,5,1,1,2,1,5,2
"7784","Otto","Härkönen","ps",5,2,3,4,2,2,2,4,4,5,4,5,2,4,1,1,2,2,4,2,5,5,4,5,4,2,4,2,4,4,2,1,2,1,4,4,4,4,2,2,4,4,4,2,5,4,4,2,2
"7787","Otto","Köngäs","sdp",3,5,5,4,4,4,5,1,1,5,5,2,4,1,1,1,2,2,4,5,1,5,2,1,1,1,1,4,4,2,1,4,5,2,1,1,3,1,4,2,2,1,2,1,4,1,1,5,1
"7788","Otto","Lehtipuu","vihr",3,2,5,2,2,2,5,4,4,1,5,5,4,1,1,4,2,2,1,5,2,2,2,4,2,1,1,1,4,5,4,5,5,1,2,4,5,4,2,2,2,4,5,2,2,4,1,4,4
"7790","Otto","Meri","kok",4,2,5,2,4,1,2,5,5,1,4,4,4,2,2,4,1,1,1,4,4,2,2,1,2,2,4,2,4,2,1,2,2,1,4,1,5,5,1,4,4,2,1,2,4,4,2,2,1
"7795","Outi","Alanen","vas",5,5,5,5,4,5,5,1,1,1,5,1,5,1,1,1,5,5,1,5,5,2,1,1,1,1,1,4,1,1,2,5,1,1,5,1,5,1,5,5,1,2,3,1,1,1,1,5,1
"7807","Outi","Mononen","skp",5,5,5,3,1,5,5,1,1,5,5,1,4,1,1,4,5,5,5,4,2,2,1,4,1,1,1,5,4,3,1,4,5,2,3,4,5,2,5,4,2,1,5,1,1,1,1,5,5
"7811","Outi","Rapanen","ps",4,4,4,2,4,5,2,2,4,5,5,4,2,5,4,4,4,4,1,2,5,4,1,4,4,4,1,2,2,1,5,1,5,1,5,4,2,4,4,5,5,5,4,2,5,2,5,2,1
"7815","Outi","Vehviläinen","kesk",1,3,2,3,2,1,5,2,2,3,5,5,3,4,1,5,5,5,2,5,1,2,1,1,1,1,1,5,5,4,4,1,5,1,1,2,5,5,1,5,5,5,5,1,2,2,2,4,3
"7820","Ozan","Yanar","vihr",5,4,5,4,1,4,5,2,2,4,5,4,5,1,1,1,1,1,4,5,1,5,1,1,1,1,1,4,5,4,1,5,5,5,2,1,5,2,4,1,1,2,4,1,1,1,1,5,2
"7823","Paavo","Arhinmäki","vas",4,5,5,4,2,5,5,1,1,4,5,4,5,1,1,2,4,4,4,5,2,4,1,2,1,1,1,4,4,4,2,5,5,2,4,2,5,1,5,2,1,3,4,1,2,1,1,5,4
"7840","Paavo","Väyrynen","kd",2,4,1,5,3,3,2,4,4,1,5,1,4,4,1,4,5,5,1,2,4,2,1,2,1,2,1,4,2,2,4,4,2,1,2,2,4,2,3,5,4,5,2,1,4,1,2,5,2
"7841","Paavo","Ylönen","vas",5,5,5,4,1,5,5,1,1,5,4,2,4,1,1,2,4,4,2,5,2,5,1,2,1,1,1,4,5,2,2,4,4,4,3,2,5,1,4,5,1,4,4,1,1,1,1,5,2
"7848","Panu","Hämäri","kok",4,1,3,4,2,2,2,4,5,2,4,1,2,4,1,4,2,2,4,2,3,2,2,4,4,2,4,4,2,2,2,1,2,2,2,4,5,4,2,4,4,1,2,1,2,4,2,2,1
"7852","Panu","Mustonen","vas",5,5,5,3,2,4,4,1,1,5,5,5,2,4,1,1,1,1,4,4,4,5,4,4,1,1,2,5,5,5,2,4,4,2,1,4,5,1,5,5,3,4,5,1,5,4,1,4,4
"7853","Panu","Mäenpää","kok",5,2,5,2,2,2,5,4,4,2,5,4,4,2,1,2,1,1,1,5,1,5,4,4,2,1,4,2,4,2,1,4,4,2,2,4,5,4,2,2,1,4,2,1,1,4,1,2,2
"7932","Patrizio","Lainà","vas",4,5,5,5,2,5,5,1,1,5,4,1,5,1,1,2,5,5,5,5,3,5,1,3,2,1,2,4,4,4,2,5,5,4,1,3,5,1,5,4,1,3,4,1,1,1,1,5,4
"7935","Paul","Taimitarha","rkp",5,2,5,5,4,3,5,4,4,2,5,5,4,5,1,1,1,1,1,5,2,2,4,1,1,3,4,5,2,1,4,4,4,1,1,1,5,4,2,5,4,4,5,1,1,5,4,2,1
"7937","Paula","Ahonen","kd",3,5,3,3,1,4,5,2,2,2,5,2,5,1,1,2,4,4,4,5,4,4,2,4,2,1,1,4,4,1,4,5,2,2,4,4,5,2,4,5,4,2,4,1,1,2,1,4,1
"7959","Paula","Pennanen-Aitta","kd",1,4,1.5,4,4,2,2,2,2,1,4,2,2,2,1,4,4,4,2,3,4,1,2,3,3,2,2,4,1,3,5,2,1,4,4,3,4,4,2,5,5,4,4,1,5,2,2,4,4
"7978","Pauli","Eronen","pir",5,4,5,2,1,4,5,2,2,4,4,4,5,1,1,1,1,1,5,5,2,5,2,4,1,1,2,5,4,1,5,5,5,1,1,1,5,2,4,2,1,5,4,1,1,1,1,5,1
"7986","Pauli","Leppä-aho","kesk",4,2,3,4,4,2,4,4,4,4,5,4,4,5,1,4,4,2,2,2,5,2,4,5,2,2,5,2,1,2,2,2,2,2,2,5,4,5,2,4,4,2,4,2,5,1,2,2,2
"8009","Pauliina","Lehtinen","vihr",4,1,5,2,1,4,5,2,2,5,5,5,5,1,1,1,1,1,2,5,1,4,2,2,5,1,1,2,5,2,1,5,5,4,4,2,5,2,4,4,1,4,4,1,1,1,1,5,2
"8016","Pauliina","Saares","vihr",4,5,5,2,1,5,5,2,2,2,5,4,5,1,1,2,1,1,2,5,1,5,1,1,2,1,2,2,5,2,1,5,5,2,4,1,5,2,5,2,1,2,4,1,1,1,1,5,4
"8026","Pedro","Aibéo","vas",4,5,5,2,1,4,4,2,4,5,5,3,4,3,1,1,4,3,5,4,2,4,2,2,1,1,1,4,5,2,5,5,4,3,4,2,5,1,4,2,4,4,5,2,1,2,1,5,2
"8042","Pekka","Heinäharju","kd",1,3,1,5,5,1,5,5,4,1,5,5,5,1,1,2,4,5,1,5,5,1,4,4,1,1,3,5,2,5,5,1,1,1,5,5,5,5,1,5,5,5,5,5,1,5,5,1,1
"8088","Pekka","Löfman","kok",5,1,5,4,4,1,4,5,5,2,2,5,4,4,2,2,2,2,1,2,4,1,2,4,2,2,4,4,1,2,2,2,2,2,4,4,4,5,1,4,4,2,4,1,4,5,4,2,1
"8114","Pekka","Puska","kesk",2,4,2.5,3,1,4,4,2,2,2,4,1,4,2,1,3,4,4,2,4,4,3,2,2,2,1,4,2,2,4,3,4,4,2,4,2,4,2,4,5,4,3,3,2,2,2,2,4,2
"8132","pekka","salmi","vihr",5,4,5,2,1,4,5,5,4,1,5,2,5,2,1,1,1,1,1,5,1,4,2,4,1,1,2,2,5,2,2,5,5,1,2,4,5,2,2,2,1,5,3,1,1,2,1,5,1
"8137","Pekka","Susimeri","ps",1,5,1,5,1,5,4,1,1,2,5,1,4,5,1,1,5,5,1,2,5,1,1,5,1,1,1,5,1,1,2,5,1,5,2,5,5,4,5,4,5,1,1,4,4,1,2,5,1
"8142","Pekka","Tiusanen","ps",1,4,1,4,3,1,2,4,4,3,4,1,3,5,1,5,4,4,1,1,4,2,4,4,2,3,4,4,1,2,4,1,2,1,3,5,1,4,1,5,4,4,2,4,5,4,4,2,1
"8144","Pekka","Tuominen","sdp",3,5,5,2,2,4,5,2,2,2,4,4,2,1,1,1,2,2,2,4,1,4,1,1,2,1,4,2,4,4,1,4,5,1,1,1,5,1,4,1,2,4,4,1,2,2,1,5,1
"8162","Pentti","Arajärvi","sdp",4,5,5,4,1,5,5,1,1,5,5,5,3,1,1,1,3,3,4,5,1,4,1,1,1,1,1,2,4,5,1,5,5,1,1,1,5,2,5,3,1,2,5,1,1,1,3,5,3
"8179","Pentti","Mattila","kd",1,2,2,3,4,1,4,2,2,1,4,1,3,2,4,5,4,2,1,2,2,3,4,1,4,2,2,1,1,2,1,1,1,1,4,2,4,4,2,2,5,1,4,1,5,5,2,2,2
"8196","Peppi","Korvenranta","kok",5,2,5,3,1,1,5,4,4,2,4,2,2,1,1,2,1,1,1,5,4,5,4,1,1,2,5,2,2,3,1,4,2,1,1,1,5,4,1,1,4,2,1,1,2,4,2,1,1
"8206","Pertti","Hyvärinen","sdp",3,5,5,4,1,4,5,1,1,5,4,4,2,1,1,4,2,2,5,4,2,2,2,1,2,1,4,2,4,4,2,4,5,4,4,4,5,1,4,4,2,2,5,1,1,1,3,5,2
"8231","Pertti","Tanner","vas",5,5,5,2,1,5,5,1,1,5,5,1,5,1,1,5,5,5,5,5,1,5,1,1,1,1,1,5,4,4,1,5,5,5,4,1,5,1,5,5,1,4,5,1,1,1,1,5,2
"8236","Pertti","Villo","ps",3,4,1,4,3,2,1,2,2,4,4,2,3,4,1,4,4,4,1,1,3,4,1,5,1,1,2,2,3,4,3,1,1,2,5,5,3,4,4,3,5,3,4,1,5,4,4,2,1
"8240","Perttu","Hillman","kok",3,3,4,4,4,2,2,5,5,2,4,3,4,4,2,2,2,2,2,2,3,2,3,4,4,2,1,5,2,2,2,2,2,2,2,3,4,4,2,3,4,2,3,3,4,4,4,2,1
"8250","Peter","Hackman","rkp",3,3,5,3,2,4,5,3,3,2,3,3,2,1,1,2,1,1,1,5,4,2,2,1,3,2,2,5,3,2,4,3,3,2,2,1,5,2,4,2,2,3,3,2,2,3,2,4,2
